#,server_id,country,wizard_name,rtpvp_score,win_count,lose_count,draw_count,rank,total_battles,win-perc
0,1,KR,secondbaby,1713,137,39,0,1,176,0.77840909090909
1,1,KR,삞싥뭃,1701,148,45,1,2,194,0.7628865979381441
2,4,US,Ex|Shizzy,1671,124,37,0,3,161,0.770186335403726
3,6,NL,PinkRoid~,1668,141,39,0,4,180,0.7833333333333331
4,3,CN,海贼༒卡罗特,1647,98,30,0,5,128,0.765625
5,4,US,Duhstin,1626,129,51,0,6,180,0.716666666666666
6,5,TH,HONG_KFC,1609,148,62,0,7,210,0.704761904761904
7,6,NL,Seiishizo,1602,125,45,0,8,170,0.7352941176470581
8,3,CN,呆橘不发呆,1576,105,47,0,9,152,0.6907894736842101
9,3,CN,⚕⚕至尊寶⚕⚕,1574,119,61,0,10,180,0.6611111111111111
10,5,TH,YєoɴHonG-187,1573,123,57,0,11,180,0.683333333333333
11,6,DE,Raxxaz~,1572,85,31,0,12,116,0.732758620689655
12,5,TH,Krom`z,1571,118,56,1,13,175,0.674285714285714
13,3,CN,杰咪爸,1570,117,45,0,14,162,0.7222222222222221
14,2,JP,まつ@げりらじ,1570,109,47,0,14,156,0.698717948717948
15,4,UY,Elmimo,1562,125,53,1,16,179,0.698324022346368
16,3,MO,欧洲萌新自在℡,1560,88,31,0,17,119,0.7394957983193271
17,3,CN,俏皮可爱小尾巴,1554,131,72,0,18,203,0.6453201970443351
18,4,SE,Catch~,1548,117,63,0,19,180,0.65
19,3,CN,帅狗奥特曼,1547,77,24,0,20,101,0.762376237623762
20,4,US,TopaV,1542,106,45,0,21,151,0.701986754966887
21,3,CN,Himiko.,1539,109,57,0,22,166,0.656626506024096
22,4,CA,Raigeki!,1535,96,44,0,23,140,0.685714285714285
23,5,HK,暴走の小浚,1531,62,20,0,24,82,0.7560975609756091
24,4,CA,ლ((ΦωΦ))ლ,1531,50,9,0,24,59,0.847457627118644
25,6,FR,Albuza,1530,100,50,0,26,150,0.6666666666666661
26,2,VA,The･ROCK!!,1528,80,37,0,27,117,0.6837606837606831
27,5,TW,/喵喵/,1527,112,56,0,28,168,0.6666666666666661
28,6,GB,Taniss,1526,102,48,0,29,150,0.68
29,3,CN,哥改名回欧洲,1523,108,59,0,30,167,0.6467065868263471
30,3,CN,我的刀有剧毒,1523,117,68,0,30,185,0.6324324324324321
31,1,KR,BBodda,1523,84,40,1,30,125,0.672
32,6,BT,VanessaPlease~,1522,119,57,0,33,176,0.6761363636363631
33,1,KR,킹덕.,1522,83,42,0,33,125,0.664
34,4,US,Michaelyan,1521,101,57,0,35,158,0.639240506329113
35,4,US,thompsin,1520,75,34,0,36,109,0.688073394495412
36,1,KR,Jack-,1519,131,79,0,37,210,0.623809523809523
37,1,KR,PRO༊,1518,115,67,0,38,182,0.6318681318681311
38,2,FR,☆étoile☆,1517,119,67,0,39,186,0.639784946236559
39,3,CN,肥大！使用飾拳,1517,121,71,0,39,192,0.630208333333333
40,4,US,TrueWhale,1517,96,44,0,39,140,0.685714285714285
41,4,US,KĪRĪN_,1515,109,53,0,42,162,0.672839506172839
42,4,CA,Raii!,1513,113,67,0,43,180,0.6277777777777771
43,5,TH,Mr.VSR`,1513,91,48,0,43,139,0.654676258992805
44,5,TH,เฮียทัช,1511,110,67,0,45,177,0.621468926553672
45,2,JP,ロトねこ,1511,86,39,0,45,125,0.6880000000000001
46,2,JP,MiranღNoah,1511,76,31,0,45,107,0.710280373831775
47,6,FR,Rosith,1510,72,29,0,48,101,0.7128712871287121
48,4,US,DDSquirtle,1510,111,65,0,48,176,0.630681818181818
49,6,FI,Viilipytty,1510,112,68,0,48,180,0.622222222222222
50,5,TW,冥神GOD,1508,94,48,0,51,142,0.661971830985915
