#,server_id,country,wizard_name,rtpvp_score,win_count,lose_count,draw_count,rank,total_battles,win-perc
0,6,NL,PinkRoid~,1470,48,12,0,1,60,0.8
1,6,NL,Seiishizo,1454,40,10,0,2,50,0.8
2,4,US,TopaV,1452,42,11,0,3,53,0.7924528301886791
3,4,UY,Elmimo,1443,45,15,0,4,60,0.75
4,1,KR,삞싥뭃,1438,58,24,1,5,83,0.698795180722891
5,1,KR,PRO༊,1437,47,17,0,6,64,0.734375
6,4,US,Ex|Shizzy,1429,35,8,0,7,43,0.813953488372093
7,1,KR,secondbaby,1423,42,14,0,8,56,0.75
8,3,CN,杰咪爸,1419,41,13,0,9,54,0.7592592592592591
9,3,CN,大V威,1415,42,16,0,10,58,0.7241379310344821
10,1,KR,서빈마마,1412,44,16,0,11,60,0.7333333333333331
11,6,US,Bor@m,1410,44,17,0,12,61,0.7213114754098361
12,5,MY,JinYao,1409,43,17,0,13,60,0.716666666666666
13,5,TH,Krom`z,1408,48,22,0,14,70,0.685714285714285
14,4,US,FlagBearer,1408,41,15,0,14,56,0.7321428571428571
15,5,TH,YєoɴHonG-187,1407,49,21,0,16,70,0.7000000000000001
16,5,TH,HONG_KFC,1407,44,17,0,16,61,0.7213114754098361
17,1,KR,#Maximus,1407,54,25,0,16,79,0.683544303797468
18,5,VN,BabyDarkness,1405,49,21,0,19,70,0.7000000000000001
19,4,US,KĪRĪN_,1403,32,9,0,20,41,0.780487804878048
20,3,CN,Himiko.,1402,35,11,0,21,46,0.760869565217391
21,2,JP,えれま,1399,42,17,0,22,59,0.711864406779661
22,3,CN,俏皮可爱小尾巴,1398,54,26,0,23,80,0.675
23,6,FR,Albuza,1397,52,25,0,24,77,0.6753246753246751
24,2,JP,ʚしるばɞ,1397,57,31,0,24,88,0.647727272727272
25,6,GB,Taniss,1396,33,10,0,26,43,0.7674418604651161
26,4,CA,Evan_Beast,1392,36,13,1,27,50,0.72
27,4,US,Duhstin,1391,42,18,0,28,60,0.7000000000000001
28,4,US,TrueWhale,1391,36,12,0,28,48,0.75
29,6,FR,SheisouTV,1388,42,18,0,30,60,0.7000000000000001
30,1,KR,°빛대,1387,50,25,0,31,75,0.6666666666666661
31,6,DE,Raxxaz~,1385,39,16,0,32,55,0.7090909090909091
32,5,AU,Icedcoyote,1385,55,31,0,32,86,0.63953488372093
33,2,JP,MiranღNoah,1384,25,3,0,34,28,0.892857142857142
34,3,CN,⚕⚕至尊寶⚕⚕,1383,49,23,0,35,72,0.680555555555555
35,2,JP,だに〜,1382,44,21,0,36,65,0.6769230769230771
36,4,PH,HeavensRoyalty,1381,37,16,0,37,53,0.6981132075471691
37,3,CN,呆橘不发呆,1381,44,22,0,37,66,0.6666666666666661
38,1,KR,정현찡,1380,54,29,0,39,83,0.6506024096385541
39,2,JP,おがさわら,1379,47,23,0,40,70,0.671428571428571
40,4,US,Michelin***,1378,41,19,0,41,60,0.683333333333333
41,4,CR,_Dr.Nalga_,1378,37,15,0,41,52,0.711538461538461
42,4,JP,脳死した子供,1377,37,15,0,43,52,0.711538461538461
43,2,JP,RこまR,1376,42,18,0,44,60,0.7000000000000001
44,5,TH,o2loveo,1375,45,23,0,45,68,0.661764705882352
45,3,CN,海贼༒卡罗特,1374,30,9,0,46,39,0.769230769230769
46,1,KR,#미업,1373,38,16,0,47,54,0.703703703703703
47,5,TH,-Tnnnn-_,1373,57,33,0,47,90,0.6333333333333331
48,4,CA,Raigeki!,1373,24,3,0,47,27,0.8888888888888881
49,5,TH,Odizzy,1373,58,32,0,47,90,0.644444444444444
50,5,TW,/喵喵/,1372,36,13,0,51,49,0.73469387755102
51,1,KR,최홍석.,1371,57,33,0,52,90,0.6333333333333331
52,5,HK,暴走の小浚,1371,28,8,0,52,36,0.777777777777777
53,5,TH,Mr.VSR`,1370,42,20,0,54,62,0.6774193548387091
54,2,JP,しのぶん#,1369,36,16,0,55,52,0.6923076923076921
55,3,CN,豆豆不吃豆1989,1369,41,19,0,55,60,0.683333333333333
56,2,JP,ジロケンH♡,1368,30,10,0,57,40,0.75
57,6,NL,ThatAapje~,1368,42,20,0,57,62,0.6774193548387091
58,3,CN,出门便是江湖,1368,54,31,0,57,85,0.635294117647058
59,1,KR,딸기야이랴❤,1368,34,13,0,57,47,0.7234042553191491
60,4,US,ÇuzImaG,1367,30,10,0,61,40,0.75
61,2,JP,ワタルゴ,1367,39,19,0,61,58,0.6724137931034481
62,3,CN,有暗奥就有天下,1366,42,19,0,63,61,0.6885245901639341
63,1,KR,공략불가,1366,40,20,0,63,60,0.6666666666666661
64,5,TH,เฮียทัช,1365,54,31,0,65,85,0.635294117647058
65,6,FR,ConorMcGregør,1364,33,13,0,66,46,0.717391304347826
66,4,CN,ི欧皇条码ི,1364,24,5,0,66,29,0.827586206896551
