#,server_id,country,wizard_name,rtpvp_score,win_count,lose_count,draw_count,rank,total_battles,win-perc
0,1,KR,삞싥뭃,1675,136,42,1,1,179,0.759776536312849
1,6,NL,PinkRoid~,1668,141,39,0,2,180,0.7833333333333331
2,1,KR,secondbaby,1634,111,35,0,3,146,0.7602739726027391
3,4,US,Ex|Shizzy,1605,102,33,0,4,135,0.7555555555555551
4,6,NL,Seiishizo,1594,105,35,0,5,140,0.75
5,5,TH,HONG_KFC,1589,127,53,0,6,180,0.705555555555555
6,4,US,Duhstin,1585,107,43,0,7,150,0.713333333333333
7,6,DE,Raxxaz~,1567,83,30,0,8,113,0.7345132743362831
8,3,CN,海贼༒卡罗特,1564,77,27,0,9,104,0.7403846153846151
9,5,TH,YєoɴHonG-187,1564,116,54,0,9,170,0.68235294117647
10,3,MO,欧洲萌新自在℡,1560,70,19,0,11,89,0.7865168539325841
11,4,UY,Elmimo,1558,106,42,1,12,149,0.711409395973154
12,5,TH,Krom`z,1553,110,53,1,13,164,0.6707317073170731
13,3,CN,呆橘不发呆,1545,93,43,0,14,136,0.683823529411764
14,4,US,TopaV,1537,105,45,0,15,150,0.7000000000000001
15,3,CN,杰咪爸,1534,96,37,0,16,133,0.721804511278195
16,6,GB,Taniss,1520,84,36,0,17,120,0.7000000000000001
17,4,US,thompsin,1520,75,34,0,17,109,0.688073394495412
18,4,CA,Raigeki!,1515,76,34,0,19,110,0.69090909090909
19,6,FI,Viilipytty,1510,112,68,0,20,180,0.622222222222222
20,4,CA,ლ((ΦωΦ))ლ,1509,46,9,0,21,55,0.8363636363636361
21,6,BT,VanessaPlease~,1508,100,47,0,22,147,0.6802721088435371
22,3,CN,帅狗奥特曼,1506,56,15,0,23,71,0.788732394366197
23,4,US,TrueWhale,1505,92,43,0,24,135,0.681481481481481
24,2,JP,まつ@げりらじ,1505,79,36,0,24,115,0.68695652173913
25,2,JP,きらぱみん✩*,1505,107,64,0,24,171,0.625730994152046
26,3,CN,哥改名回欧洲,1504,103,58,0,27,161,0.639751552795031
27,1,KR,BBodda,1503,76,37,0,28,113,0.6725663716814161
28,5,TW,/喵喵/,1502,95,48,0,29,143,0.664335664335664
29,5,TW,冥神GOD,1501,89,46,0,30,135,0.6592592592592591
30,3,CN,砖头硬邦邦,1500,46,9,0,31,55,0.8363636363636361
31,2,JP,ロトねこ,1500,78,35,0,31,113,0.690265486725663
32,4,SE,Catch~,1500,96,54,0,31,150,0.64
33,2,FR,☆étoile☆,1500,112,64,0,31,176,0.636363636363636
34,5,TH,Mr.VSR`,1497,86,46,0,35,132,0.651515151515151
35,2,JP,UT.10,1495,112,63,0,36,175,0.64
36,5,TH,เฮียทัช,1494,105,65,0,37,170,0.617647058823529
37,6,FR,Rosith,1493,54,17,0,38,71,0.76056338028169
38,5,VN,꧁KẹoNgọt꧂,1492,101,62,0,39,163,0.61963190184049
39,1,KR,막시무스.,1492,112,68,0,39,180,0.622222222222222
40,2,JP,おんちゃ,1492,48,14,0,39,62,0.7741935483870961
41,4,US,FlagBearer,1492,74,34,0,39,108,0.685185185185185
42,5,SG,-RememberYS-,1491,83,45,1,43,129,0.6434108527131781
43,3,CN,俏皮可爱小尾巴,1490,113,67,0,44,180,0.6277777777777771
44,1,KR,TM.avi,1490,64,29,0,44,93,0.6881720430107521
45,3,CN,徐小超,1489,81,42,0,46,123,0.658536585365853
46,4,CR,_Dr.Nalga_,1489,58,22,0,46,80,0.725
47,1,KR,°핏빛슬라임,1488,70,34,0,48,104,0.673076923076923
48,4,US,我怎么这么好看,1488,62,27,0,48,89,0.6966292134831461
49,4,US,Michaelyan,1488,81,45,0,48,126,0.642857142857142
50,1,KR,Luckygod!,1486,75,36,0,51,111,0.6756756756756751
51,3,CN,大V威,1486,79,38,0,51,117,0.675213675213675
52,5,HK,★STAN㊋,1486,85,47,0,51,132,0.643939393939393
53,4,BR,DanieIKarioKa,1486,79,45,0,51,124,0.637096774193548
54,5,TW,三玖は俺の嫁,1485,98,52,0,55,150,0.6533333333333331
55,5,US,밤비나라,1485,82,47,0,55,129,0.6356589147286821
56,1,KR,오드나,1483,84,47,0,57,131,0.641221374045801
57,5,HK,暴走の小浚,1482,54,20,0,58,74,0.729729729729729
58,1,KR,정현찡,1482,103,64,0,58,167,0.616766467065868
59,1,KR,HWAN!,1481,94,56,0,60,150,0.626666666666666
60,5,PH,hopsteph,1481,102,65,0,60,167,0.610778443113772
61,1,KR,Jack-,1481,102,62,0,60,164,0.621951219512195
62,3,CN,Himiko.,1481,87,49,0,60,136,0.639705882352941
63,6,FR,Albuza,1480,84,44,0,64,128,0.65625
64,5,TH,Zera,1480,55,21,0,64,76,0.723684210526315
65,4,US,Akavali,1480,90,50,0,64,140,0.642857142857142
66,1,KR,아칸-,1480,84,43,0,64,127,0.661417322834645
67,2,JP,ミル☻ミル®,1477,72,38,0,68,110,0.6545454545454541
68,1,KR,킹덕.,1476,66,34,0,69,100,0.66
69,1,KR,애정가득섬린이,1475,95,55,0,70,150,0.6333333333333331
70,3,CN,Ꮤ﹏椛落✿知秋,1474,90,53,0,71,143,0.629370629370629
71,5,TH,-Tnnnn-_,1474,98,63,0,71,161,0.6086956521739131
72,1,KR,TM궁극체,1473,110,70,0,73,180,0.611111111111111
73,4,ID,[Wish]Clown®,1473,80,47,0,73,127,0.629921259842519
74,3,CN,ོꦿꫛꫀꪝ　,1472,97,62,1,75,160,0.6062500000000001
75,2,VA,The･ROCK!!,1472,57,26,0,75,83,0.6867469879518071
76,2,JP,Shaja⛵,1472,59,24,0,75,83,0.7108433734939751
77,2,JP,マスターN44,1471,77,42,0,78,119,0.647058823529411
78,3,CN,o0从麟开始0o,1470,102,61,0,79,163,0.625766871165644
79,4,SG,LuckyTonkatsu,1470,51,19,0,79,70,0.7285714285714281
80,2,JP,MiranღNoah,1470,64,28,0,79,92,0.695652173913043
81,1,KR,삞댥챦,1470,90,51,0,79,141,0.638297872340425
82,3,CN,肥大！使用飾拳,1469,100,62,0,83,162,0.617283950617283
83,3,CN,⚕⚕至尊寶⚕⚕,1469,94,56,0,83,150,0.626666666666666
84,5,VN,BabyDarkness,1469,105,65,0,83,170,0.617647058823529
85,2,JP,パデオ,1469,94,57,0,83,151,0.62251655629139
86,1,KR,풍악!,1469,88,54,0,83,142,0.619718309859154
87,2,JP,オッセール,1469,88,51,0,83,139,0.6330935251798561
88,2,JP,イヤキチばばあ,1469,97,57,0,83,154,0.629870129870129
89,3,CN,俏皮可爱小安静,1468,90,54,0,90,144,0.625
90,4,US,KĪRĪN_,1468,83,40,0,90,123,0.674796747967479
91,4,MY,Lee-A-Z,1468,90,56,0,90,146,0.616438356164383
92,2,JP,ʚしるばɞ,1467,109,71,0,93,180,0.6055555555555551
93,4,AT,Drakule®,1466,93,57,0,94,150,0.62
94,5,US,程式設計師,1466,96,63,0,94,159,0.60377358490566
95,6,FR,SheisouTV,1466,92,58,0,94,150,0.6133333333333331
96,1,KR,PRO༊,1465,105,66,0,97,171,0.614035087719298
97,4,CN,24EVER_R,1465,93,57,0,97,150,0.62
98,6,DE,-ᴛɪᴍʙø-,1464,76,42,0,99,118,0.644067796610169
99,5,TW,Yuanoob!,1463,57,25,0,100,82,0.695121951219512
