#,server_id,country,wizard_name,rtpvp_score,win_count,lose_count,draw_count,rank,total_battles,win-perc
0,6,NL,PinkRoid~,1600,90,22,0,1,112,0.803571428571428
1,1,KR,secondbaby,1531,78,28,0,2,106,0.7358490566037731
2,6,NL,Seiishizo,1503,65,22,0,3,87,0.7471264367816091
3,3,MO,欧洲萌新自在℡,1502,49,12,0,4,61,0.8032786885245901
4,6,BT,VanessaPlease~,1501,65,25,0,5,90,0.7222222222222221
5,4,US,Ex|Shizzy,1499,57,18,0,6,75,0.76
6,3,CN,杰咪爸,1498,75,28,0,7,103,0.728155339805825
7,1,KR,삞싥뭃,1496,68,25,1,8,94,0.7234042553191491
8,5,TH,HONG_KFC,1487,83,37,0,9,120,0.6916666666666661
9,6,DE,Raxxaz~,1486,61,25,0,10,86,0.709302325581395
10,3,CN,大V威,1486,60,23,0,10,83,0.72289156626506
11,6,US,Bor@m,1483,64,25,0,12,89,0.719101123595505
12,5,TH,YєoɴHonG-187,1476,74,36,0,13,110,0.6727272727272721
13,4,US,TrueWhale,1476,56,20,0,13,76,0.7368421052631571
14,4,US,Duhstin,1474,63,27,0,15,90,0.7000000000000001
15,4,UY,Elmimo,1474,64,26,0,15,90,0.711111111111111
16,4,US,FlagBearer,1466,50,17,0,17,67,0.7462686567164181
17,3,CN,帅狗奥特曼,1463,42,9,0,18,51,0.8235294117647051
18,3,CN,愿负如来不负卿,1463,73,39,0,18,112,0.6517857142857141
19,4,US,TopaV,1461,64,26,0,20,90,0.711111111111111
20,4,US,KĪRĪN_,1460,54,20,0,21,74,0.729729729729729
21,3,CN,Himiko.,1451,69,37,0,22,106,0.6509433962264151
22,4,US,Kenballer,1451,45,15,0,22,60,0.75
23,2,JP,UT.10,1446,74,41,0,24,115,0.643478260869565
24,4,SE,Catch~,1446,60,30,0,24,90,0.6666666666666661
25,5,VN,BabyDarkness,1444,77,43,0,26,120,0.641666666666666
26,1,KR,°빛대,1442,78,42,0,27,120,0.65
27,1,KR,정현찡,1442,75,42,0,27,117,0.6410256410256411
28,2,JP,おがさわら,1439,66,34,0,29,100,0.66
29,4,CR,_Dr.Nalga_,1439,44,15,0,29,59,0.745762711864406
30,1,KR,삞댥챦,1438,59,28,0,31,87,0.6781609195402291
31,1,KR,#Maximus,1438,77,43,0,31,120,0.641666666666666
32,6,FI,Viilipytty,1438,64,35,0,31,99,0.6464646464646461
33,4,BR,DanieIKarioKa,1436,53,26,0,34,79,0.670886075949367
34,6,DE,Reach,1436,72,41,0,34,113,0.63716814159292
35,5,AU,Icedcoyote,1436,75,45,0,34,120,0.625
36,5,TH,Odizzy,1435,77,43,0,37,120,0.641666666666666
37,1,KR,댕쿠,1434,65,36,0,38,101,0.643564356435643
38,1,KR,알테프사,1434,69,39,0,38,108,0.6388888888888881
39,5,MY,JinYao,1433,78,42,0,40,120,0.65
40,4,PH,HeavensRoyalty,1433,58,32,0,40,90,0.644444444444444
41,4,CN,Ma梦dy,1433,50,21,0,40,71,0.704225352112676
42,1,KR,PRO༊,1433,72,39,0,40,111,0.648648648648648
43,5,TH,เฮียทัช,1432,75,45,0,44,120,0.625
44,1,KR,TM.avi,1432,37,12,0,44,49,0.755102040816326
45,3,CN,Call.Me.樱木,1431,46,20,0,46,66,0.696969696969697
46,1,KR,킹덕.,1431,46,21,0,46,67,0.686567164179104
47,6,GB,Taniss,1431,44,16,0,46,60,0.7333333333333331
48,1,KR,HWAN!,1430,60,30,0,49,90,0.6666666666666661
49,5,HK,★STAN㊋,1429,56,29,0,50,85,0.658823529411764
50,2,JP,うま(￣◇￣;),1429,61,32,0,50,93,0.6559139784946231
51,6,FR,Albuza,1429,60,29,0,50,89,0.674157303370786
52,5,TH,Mr.VSR`,1428,65,35,0,53,100,0.65
53,5,TW,冥神GOD,1427,68,37,0,54,105,0.6476190476190471
54,3,CN,呆橘不发呆,1426,57,29,0,55,86,0.662790697674418
55,3,CN,被遗弃的火龙骑,1426,63,33,0,55,96,0.65625
56,5,TH,Benz.;,1426,64,36,0,55,100,0.64
57,5,TH,o2loveo,1425,61,33,0,58,94,0.6489361702127661
58,1,KR,아칸-,1425,59,29,0,58,88,0.6704545454545451
59,2,JP,XカブレラX,1424,75,45,0,60,120,0.625
60,2,JP,jerryチュウタ,1424,52,26,0,60,78,0.6666666666666661
61,2,JP,おんちゃ,1424,34,9,0,60,43,0.7906976744186041
62,5,TW,/喵喵/,1424,60,29,0,60,89,0.674157303370786
63,5,TW,三玖は俺の嫁,1424,60,30,0,60,90,0.6666666666666661
64,1,KR,°핏빛슬라임,1422,42,17,0,65,59,0.711864406779661
65,4,CA,Faintmemory,1422,38,14,0,65,52,0.7307692307692301
66,2,JP,ミル☻ミル®,1422,43,18,0,65,61,0.704918032786885
67,4,US,我怎么这么好看,1421,42,17,0,68,59,0.711864406779661
68,6,FR,1piss,1420,40,15,0,69,55,0.7272727272727271
69,4,CA,Raii!,1419,59,31,0,70,90,0.655555555555555
70,2,JP,MiranღNoah,1419,34,8,0,70,42,0.8095238095238091
71,2,JP,ロトねこ,1419,47,21,0,70,68,0.6911764705882351
72,4,KR,Fenrir♂,1418,58,30,0,73,88,0.6590909090909091
73,3,CN,半只青蛙跳,1418,44,19,0,73,63,0.698412698412698
74,6,PT,Nect,1418,67,38,0,73,105,0.638095238095238
75,1,KR,삞묦돓,1417,45,19,0,76,64,0.703125
76,2,CC,Reivan,1417,64,36,0,76,100,0.64
77,3,CN,呆萌可达鸭,1417,68,40,0,76,108,0.6296296296296291
78,3,CN,有暗奥就有天下,1417,60,32,0,76,92,0.652173913043478
79,4,US,HardLog,1416,50,24,0,80,74,0.6756756756756751
80,3,CN,砖头硬邦邦,1416,27,3,0,80,30,0.9
81,4,SA,Alzaher,1415,58,32,0,82,90,0.644444444444444
82,6,FR,Rosith,1414,39,14,0,83,53,0.7358490566037731
83,4,BR,IgorES,1414,40,17,0,83,57,0.701754385964912
84,5,VN,Trɘbi®Trebi,1413,44,18,0,85,62,0.7096774193548381
85,4,CN,人之初.性本善,1412,44,19,0,86,63,0.698412698412698
86,4,US,Michaelyan,1412,57,32,0,86,89,0.6404494382022471
87,3,CN,航爷变戏法,1412,52,25,0,86,77,0.6753246753246751
88,5,TH,Zera,1412,38,13,0,86,51,0.7450980392156861
