battle_#,win_loss,p1,p2,p3,p4,p5,first,last,leader,banned,opp_p1,opp_p2,opp_p3,opp_p4,opp_p5,opp_first,opp_last,opp_leader,opp_banned,date_added,player,opponent
0,True,Fran,Loren,Daphnis,Barbara,Seara,None,Barbara,Fran,Seara,Ragdoll,Nephthys,Moore/WaterRYU,Okeanos,Giana,Ragdoll,None,Nephthys,Giana,2021-01-09 15:30:06,The･ROCK!!,secondbaby
1,True,Fran,Daphnis,Savannah,Ethna,Vanessa,None,Ethna,Fran,Vanessa,Bastet,Barbara,Velajuel,Okeanos,Seara,Seara,None,Okeanos,Seara,2021-01-09 15:25:31,The･ROCK!!,核桃❥硬邦邦
2,True,Seara,Fran,Daphnis,Hathor,Verdehile,None,Hathor,Seara,Verdehile,Okeanos,Moore/WaterRYU1,Psamathe,Leo,Ethna,Okeanos,None,Psamathe,Ethna,2021-01-09 15:21:31,The･ROCK!!,JinYao
3,True,Seara,Barbara,Verdehile,Loren,Daphnis,Seara,None,Seara,Daphnis,Okeanos,Fran,Molly,XingZhe,Rica,None,Rica,XingZhe,Rica,2021-01-09 15:17:12,The･ROCK!!,半只青蛙跳
4,True,Seara,Fran,Loren,Daphnis,Barbara,Seara,None,Seara,Barbara,Okeanos,Triana,Velajuel,Taranys,Artamiel,None,Taranys,Velajuel,Artamiel,2021-01-09 14:45:56,The･ROCK!!,Turtle™
5,True,Seara,Juno,Daphnis,Barbara,Molly,Seara,None,Seara,Molly,Ganymede,Vigor,Tesarion,Sian,Chiwu,None,Sian,Tesarion,Chiwu,2021-01-09 14:42:17,The･ROCK!!,태팔이다
6,True,Seara,Fran,Barbara,Daphnis,Savannah,None,Savannah,Seara,Savannah,MoLong,Yeonhong,Vigor,Lulu,Vanessa,Vanessa,None,MoLong,Vanessa,2021-01-09 14:36:42,The･ROCK!!,규규구구비둘기
7,True,Fran,Vanessa,Barbara,Daphnis,Savannah,None,Savannah,Vanessa,Savannah,Seara,MoLong,Vigor,Lulu,Yeonhong,Seara,None,Seara,Yeonhong,2021-01-09 14:34:24,The･ROCK!!,규규구구비둘기
8,True,Fran,Loren,Barbara,Savannah,Verdehile,Fran,None,Fran,Verdehile,Seara,Okeanos,Daphnis,Vigor,Leo,None,Leo,Seara,Leo,2021-01-10 11:12:47,The･ROCK!!,弃坑的傻大梅子
9,True,Daphnis,Barbara,Loren,Verdehile,Seara,Seara,None,Daphnis,Seara,Fran,Okeanos,Ethna,Brandia,Moore/WaterRYU,None,Brandia,Fran,Moore/WaterRYU,2021-01-10 11:08:10,The･ROCK!!,弃坑的傻大梅子
10,True,Seara,Barbara,Daphnis,Chiwu,Savannah,None,Savannah,Seara,Savannah,Fran,Okeanos,Ethna,Ganymede,Moore/WaterRYU,Fran,None,Fran,Moore/WaterRYU,2021-01-10 11:04:23,The･ROCK!!,貝柱太郎
11,True,Seara,Loren,Daphnis,Verdehile,Fran,Seara,None,Seara,Fran,Molly,Diana,Vigor,Juno,Verad,None,Verad,Juno,Verad,2021-01-10 10:57:55,The･ROCK!!,Bluemage42
12,True,Barbara,Daphnis,Verdehile,Lulu,Seara,None,Lulu,Daphnis,Seara,Fran,Okeanos,Vanessa,Moore/WaterRYU1,Savannah,Fran,None,Vanessa,Savannah,2021-01-10 10:43:23,The･ROCK!!,ありゅうん
13,True,Seara,Fran,Daphnis,Verdehile,Loren,None,Verdehile,Seara,Loren,Diana,Icares,Harmonia,Praha,MoLong,MoLong,None,Praha,MoLong,2021-01-10 10:30:34,The･ROCK!!,安威川の鮭
14,True,Seara,Fran,Daphnis,Aschubel,Barbara,Seara,None,Seara,Barbara,Okeanos,Verdehile,Ethna,Velajuel,Triana,None,Velajuel,Velajuel,Triana,2021-01-10 10:28:22,The･ROCK!!,Thinro
15,True,Vanessa,Fran,Loren,Verdehile,Daphnis,None,Daphnis,Vanessa,Daphnis,Okeanos,Ethna,Vigor,Eshir,Seara,Seara,None,Ethna,Seara,2021-01-10 10:26:02,The･ROCK!!,Thinro
16,True,Seara,Fran,Akroma,Juno,Molly,None,Juno,Seara,Molly,Okeanos,Chiwu,Cheongpung,Vigor,Masha,Okeanos,None,Chiwu,Masha,2021-01-10 10:12:44,The･ROCK!!,ThatAapje~
17,True,Seara,Fran,Verdehile,Loren,Barbara,None,Barbara,Seara,Barbara,Okeanos,Savannah,Daphnis,Velajuel,Chiwu,Okeanos,None,Velajuel,Chiwu,2021-01-10 10:09:17,The･ROCK!!,LastNight
